In:room_width,In:room_depth,In:transmittance,In:louver_depth,Out:AVG_DF,Out:MIN_DF,Out:MAX_DF,Out:UNIFORMITY_RATIO,Img:Perspective
7,4,0.35,0.4,0.915248,0.174217,1.925863,0.190349,room_width_7_room_depth_4_transmittance_0.35_louver_depth_0.4.png
3,5,0.35,0.4,0.677054,0.242667,1.929844,0.358416,room_width_3_room_depth_5_transmittance_0.35_louver_depth_0.4.png
4,5,0.35,0.4,0.717848,0.195462,1.963605,0.272289,room_width_4_room_depth_5_transmittance_0.35_louver_depth_0.4.png
5,5,0.35,0.4,0.747597,0.172038,1.90383,0.230121,room_width_5_room_depth_5_transmittance_0.35_louver_depth_0.4.png
6,5,0.35,0.4,0.759287,0.160985,1.936911,0.212021,room_width_6_room_depth_5_transmittance_0.35_louver_depth_0.4.png
7,5,0.35,0.4,0.78113,0.153999,1.944604,0.197148,room_width_7_room_depth_5_transmittance_0.35_louver_depth_0.4.png
3,6,0.35,0.4,0.532619,0.146017,1.911444,0.27415,room_width_3_room_depth_6_transmittance_0.35_louver_depth_0.4.png
4,6,0.35,0.4,0.619373,0.190985,1.990083,0.308352,room_width_4_room_depth_6_transmittance_0.35_louver_depth_0.4.png
5,6,0.35,0.4,0.647151,0.164987,1.965504,0.254944,room_width_5_room_depth_6_transmittance_0.35_louver_depth_0.4.png
6,6,0.35,0.4,0.657765,0.14952,1.927946,0.227315,room_width_6_room_depth_6_transmittance_0.35_louver_depth_0.4.png
7,6,0.35,0.4,0.673367,0.137592,1.875438,0.204334,room_width_7_room_depth_6_transmittance_0.35_louver_depth_0.4.png
3,7,0.35,0.4,0.513912,0.129003,1.921488,0.251021,room_width_3_room_depth_7_transmittance_0.35_louver_depth_0.4.png
4,7,0.35,0.4,0.542396,0.153382,1.955657,0.282785,room_width_4_room_depth_7_transmittance_0.35_louver_depth_0.4.png
5,7,0.35,0.4,0.571529,0.160449,1.943815,0.280737,room_width_5_room_depth_7_transmittance_0.35_louver_depth_0.4.png
6,7,0.35,0.4,0.578691,0.143336,1.934031,0.24769,room_width_6_room_depth_7_transmittance_0.35_louver_depth_0.4.png
7,7,0.35,0.4,0.59378,0.130486,1.881236,0.219754,room_width_7_room_depth_7_transmittance_0.35_louver_depth_0.4.png
3,3,0.45,0.4,1.332589,0.404159,2.620259,0.303289,room_width_3_room_depth_3_transmittance_0.45_louver_depth_0.4.png
4,3,0.45,0.4,1.377096,0.342117,2.717999,0.248434,room_width_4_room_depth_3_transmittance_0.45_louver_depth_0.4.png
5,3,0.45,0.4,1.415824,0.314745,2.660452,0.222305,room_width_5_room_depth_3_transmittance_0.45_louver_depth_0.4.png
6,3,0.45,0.4,1.417359,0.302206,2.669832,0.213218,room_width_6_room_depth_3_transmittance_0.45_louver_depth_0.4.png
7,3,0.45,0.4,1.440573,0.290682,2.592935,0.201782,room_width_7_room_depth_3_transmittance_0.45_louver_depth_0.4.png
3,4,0.45,0.4,1.07519,0.362522,2.562,0.33717,room_width_3_room_depth_4_transmittance_0.45_louver_depth_0.4.png
4,4,0.45,0.4,1.13192,0.290992,2.658089,0.257078,room_width_4_room_depth_4_transmittance_0.45_louver_depth_0.4.png
5,4,0.45,0.4,1.171006,0.262111,2.587101,0.223834,room_width_5_room_depth_4_transmittance_0.45_louver_depth_0.4.png
6,4,0.45,0.4,1.186291,0.250147,2.63844,0.210865,room_width_6_room_depth_4_transmittance_0.45_louver_depth_0.4.png
7,4,0.45,0.4,1.208773,0.237577,2.529392,0.196544,room_width_7_room_depth_4_transmittance_0.45_louver_depth_0.4.png
3,5,0.45,0.4,0.898761,0.336582,2.568249,0.374495,room_width_3_room_depth_5_transmittance_0.45_louver_depth_0.4.png
4,5,0.45,0.4,0.952128,0.266029,2.658229,0.279404,room_width_4_room_depth_5_transmittance_0.45_louver_depth_0.4.png
5,5,0.45,0.4,0.989733,0.238924,2.527296,0.241403,room_width_5_room_depth_5_transmittance_0.45_louver_depth_0.4.png
6,5,0.45,0.4,1.008147,0.220931,2.574772,0.219146,room_width_6_room_depth_5_transmittance_0.45_louver_depth_0.4.png
7,5,0.45,0.4,1.029793,0.205928,2.503081,0.19997,room_width_7_room_depth_5_transmittance_0.45_louver_depth_0.4.png
3,6,0.45,0.4,0.775047,0.238839,2.560411,0.308161,room_width_3_room_depth_6_transmittance_0.45_louver_depth_0.4.png
4,6,0.45,0.4,0.820437,0.263286,2.621543,0.320909,room_width_4_room_depth_6_transmittance_0.45_louver_depth_0.4.png
5,6,0.45,0.4,0.853938,0.226839,2.534871,0.265639,room_width_5_room_depth_6_transmittance_0.45_louver_depth_0.4.png
6,6,0.45,0.4,0.869828,0.206327,2.567845,0.237204,room_width_6_room_depth_6_transmittance_0.45_louver_depth_0.4.png
7,6,0.45,0.4,0.89397,0.18741,2.478679,0.209638,room_width_7_room_depth_6_transmittance_0.45_louver_depth_0.4.png
3,7,0.45,0.4,0.615976,0.116906,2.510241,0.189791,room_width_3_room_depth_7_transmittance_0.45_louver_depth_0.4.png
4,7,0.45,0.4,0.713958,0.210353,2.62457,0.29463,room_width_4_room_depth_7_transmittance_0.45_louver_depth_0.4.png
5,7,0.45,0.4,0.748488,0.219997,2.533348,0.293921,room_width_5_room_depth_7_transmittance_0.45_louver_depth_0.4.png
6,7,0.45,0.4,0.76593,0.197443,2.568029,0.257783,room_width_6_room_depth_7_transmittance_0.45_louver_depth_0.4.png
7,7,0.45,0.4,0.788174,0.182868,2.492342,0.232015,room_width_7_room_depth_7_transmittance_0.45_louver_depth_0.4.png
3,3,0.55,0.4,1.638436,0.499586,3.244794,0.304917,room_width_3_room_depth_3_transmittance_0.55_louver_depth_0.4.png
4,3,0.55,0.4,1.716595,0.430598,3.425292,0.250844,room_width_4_room_depth_3_transmittance_0.55_louver_depth_0.4.png
5,3,0.55,0.4,1.763842,0.403144,3.271526,0.22856,room_width_5_room_depth_3_transmittance_0.55_louver_depth_0.4.png
6,3,0.55,0.4,1.783513,0.386503,3.377469,0.216709,room_width_6_room_depth_3_transmittance_0.55_louver_depth_0.4.png
7,3,0.55,0.4,1.817164,0.370125,3.270026,0.203682,room_width_7_room_depth_3_transmittance_0.55_louver_depth_0.4.png
3,4,0.55,0.4,1.349506,0.479325,3.263417,0.355186,room_width_3_room_depth_4_transmittance_0.55_louver_depth_0.4.png
4,4,0.55,0.4,1.406913,0.37133,3.373312,0.263932,room_width_4_room_depth_4_transmittance_0.55_louver_depth_0.4.png
5,4,0.55,0.4,1.462268,0.336396,3.298231,0.230051,room_width_5_room_depth_4_transmittance_0.55_louver_depth_0.4.png
6,4,0.55,0.4,1.48613,0.319917,3.34362,0.215269,room_width_6_room_depth_4_transmittance_0.55_louver_depth_0.4.png
7,4,0.55,0.4,1.516821,0.301963,3.162108,0.199076,room_width_7_room_depth_4_transmittance_0.55_louver_depth_0.4.png
3,5,0.55,0.4,1.132378,0.426418,3.218203,0.376569,room_width_3_room_depth_5_transmittance_0.55_louver_depth_0.4.png
4,5,0.55,0.4,1.188414,0.349527,3.315182,0.294112,room_width_4_room_depth_5_transmittance_0.55_louver_depth_0.4.png
5,5,0.55,0.4,1.24077,0.306267,3.284983,0.246836,room_width_5_room_depth_5_transmittance_0.55_louver_depth_0.4.png
6,5,0.55,0.4,1.261591,0.281567,3.257204,0.223184,room_width_6_room_depth_5_transmittance_0.55_louver_depth_0.4.png
7,5,0.55,0.4,1.289692,0.264567,3.143764,0.20514,room_width_7_room_depth_5_transmittance_0.55_louver_depth_0.4.png
3,6,0.55,0.4,0.966893,0.285317,3.26748,0.295086,room_width_3_room_depth_6_transmittance_0.55_louver_depth_0.4.png
4,6,0.55,0.4,1.02108,0.331771,3.347935,0.324921,room_width_4_room_depth_6_transmittance_0.55_louver_depth_0.4.png
5,6,0.55,0.4,1.063572,0.286789,3.280007,0.269647,room_width_5_room_depth_6_transmittance_0.55_louver_depth_0.4.png
6,6,0.55,0.4,1.08594,0.26072,3.249298,0.240087,room_width_6_room_depth_6_transmittance_0.55_louver_depth_0.4.png
7,6,0.55,0.4,1.117364,0.243324,3.179017,0.217766,room_width_7_room_depth_6_transmittance_0.55_louver_depth_0.4.png
3,7,0.55,0.4,0.8358,0.199347,3.191464,0.23851,room_width_3_room_depth_7_transmittance_0.55_louver_depth_0.4.png
4,7,0.55,0.4,0.893323,0.254918,3.373493,0.285359,room_width_4_room_depth_7_transmittance_0.55_louver_depth_0.4.png
5,7,0.55,0.4,0.931959,0.279647,3.119975,0.300064,room_width_5_room_depth_7_transmittance_0.55_louver_depth_0.4.png
6,7,0.55,0.4,0.953127,0.250238,3.230023,0.262544,room_width_6_room_depth_7_transmittance_0.55_louver_depth_0.4.png
7,7,0.55,0.4,0.980544,0.228157,3.048531,0.232684,room_width_7_room_depth_7_transmittance_0.55_louver_depth_0.4.png
3,3,0.65,0.4,2.009009,0.623432,4.055336,0.310318,room_width_3_room_depth_3_transmittance_0.65_louver_depth_0.4.png
4,3,0.65,0.4,2.08106,0.529084,4.1818,0.254238,room_width_4_room_depth_3_transmittance_0.65_louver_depth_0.4.png
5,3,0.65,0.4,2.133686,0.490698,3.962432,0.229977,room_width_5_room_depth_3_transmittance_0.65_louver_depth_0.4.png
6,3,0.65,0.4,2.147932,0.463561,4.136259,0.215817,room_width_6_room_depth_3_transmittance_0.65_louver_depth_0.4.png
7,3,0.65,0.4,2.185126,0.447596,4.094783,0.204838,room_width_7_room_depth_3_transmittance_0.65_louver_depth_0.4.png
3,4,0.65,0.4,1.629651,0.584717,3.967229,0.358799,room_width_3_room_depth_4_transmittance_0.65_louver_depth_0.4.png
4,4,0.65,0.4,1.703003,0.458939,4.059754,0.269488,room_width_4_room_depth_4_transmittance_0.65_louver_depth_0.4.png
5,4,0.65,0.4,1.765947,0.415579,3.963137,0.235329,room_width_5_room_depth_4_transmittance_0.65_louver_depth_0.4.png
6,4,0.65,0.4,1.785132,0.38921,4.053618,0.218029,room_width_6_room_depth_4_transmittance_0.65_louver_depth_0.4.png
7,4,0.65,0.4,1.820572,0.366551,3.86366,0.201338,room_width_7_room_depth_4_transmittance_0.65_louver_depth_0.4.png
3,5,0.65,0.4,1.355899,0.511404,3.92315,0.377169,room_width_3_room_depth_5_transmittance_0.65_louver_depth_0.4.png
4,5,0.65,0.4,1.415707,0.412818,4.013397,0.291598,room_width_4_room_depth_5_transmittance_0.65_louver_depth_0.4.png
5,5,0.65,0.4,1.485414,0.37071,3.888845,0.249567,room_width_5_room_depth_5_transmittance_0.65_louver_depth_0.4.png
6,5,0.65,0.4,1.519598,0.345137,3.975035,0.227124,room_width_6_room_depth_5_transmittance_0.65_louver_depth_0.4.png
7,5,0.65,0.4,1.555643,0.319768,3.904928,0.205554,room_width_7_room_depth_5_transmittance_0.65_louver_depth_0.4.png
3,6,0.65,0.4,1.123195,0.317398,3.918509,0.282585,room_width_3_room_depth_6_transmittance_0.65_louver_depth_0.4.png
4,6,0.65,0.4,1.229848,0.416703,4.057932,0.338825,room_width_4_room_depth_6_transmittance_0.65_louver_depth_0.4.png
5,6,0.65,0.4,1.279982,0.35001,3.806007,0.273449,room_width_5_room_depth_6_transmittance_0.65_louver_depth_0.4.png
6,6,0.65,0.4,1.31145,0.321784,3.985102,0.245365,room_width_6_room_depth_6_transmittance_0.65_louver_depth_0.4.png
7,6,0.65,0.4,1.347565,0.299486,3.793416,0.222242,room_width_7_room_depth_6_transmittance_0.65_louver_depth_0.4.png
3,7,0.65,0.4,1.016492,0.246495,4.002277,0.242496,room_width_3_room_depth_7_transmittance_0.65_louver_depth_0.4.png
4,7,0.65,0.4,1.076245,0.304269,4.086527,0.282713,room_width_4_room_depth_7_transmittance_0.65_louver_depth_0.4.png
5,7,0.65,0.4,1.12824,0.350121,3.859571,0.310325,room_width_5_room_depth_7_transmittance_0.65_louver_depth_0.4.png
6,7,0.65,0.4,1.146207,0.307047,3.959893,0.267881,room_width_6_room_depth_7_transmittance_0.65_louver_depth_0.4.png
7,7,0.65,0.4,1.179118,0.281884,3.745532,0.239063,room_width_7_room_depth_7_transmittance_0.65_louver_depth_0.4.png
3,3,0.75,0.4,2.360316,0.751546,4.771179,0.318409,room_width_3_room_depth_3_transmittance_0.75_louver_depth_0.4.png
4,3,0.75,0.4,2.441868,0.628474,5.002957,0.257374,room_width_4_room_depth_3_transmittance_0.75_louver_depth_0.4.png
5,3,0.75,0.4,2.508598,0.585709,4.759664,0.23348,room_width_5_room_depth_3_transmittance_0.75_louver_depth_0.4.png
6,3,0.75,0.4,2.534755,0.557981,4.898564,0.220132,room_width_6_room_depth_3_transmittance_0.75_louver_depth_0.4.png
7,3,0.75,0.4,2.575233,0.532014,4.724297,0.206589,room_width_7_room_depth_3_transmittance_0.75_louver_depth_0.4.png
3,4,0.75,0.4,1.913903,0.703729,4.736361,0.367693,room_width_3_room_depth_4_transmittance_0.75_louver_depth_0.4.png
4,4,0.75,0.4,1.986237,0.556307,4.936256,0.280081,room_width_4_room_depth_4_transmittance_0.75_louver_depth_0.4.png
5,4,0.75,0.4,2.063788,0.483801,4.600637,0.234424,room_width_5_room_depth_4_transmittance_0.75_louver_depth_0.4.png
6,4,0.75,0.4,2.096267,0.457624,4.750345,0.218304,room_width_6_room_depth_4_transmittance_0.75_louver_depth_0.4.png
7,4,0.75,0.4,2.142294,0.438173,4.536556,0.204534,room_width_7_room_depth_4_transmittance_0.75_louver_depth_0.4.png
3,5,0.75,0.4,1.597544,0.595974,4.686086,0.373056,room_width_3_room_depth_5_transmittance_0.75_louver_depth_0.4.png
4,5,0.75,0.4,1.676925,0.507256,4.880057,0.302492,room_width_4_room_depth_5_transmittance_0.75_louver_depth_0.4.png
5,5,0.75,0.4,1.74193,0.44312,4.602802,0.254385,room_width_5_room_depth_5_transmittance_0.75_louver_depth_0.4.png
6,5,0.75,0.4,1.775353,0.407239,4.746906,0.229385,room_width_6_room_depth_5_transmittance_0.75_louver_depth_0.4.png
7,5,0.75,0.4,1.819197,0.379883,4.530107,0.208819,room_width_7_room_depth_5_transmittance_0.75_louver_depth_0.4.png
3,6,0.75,0.4,1.332234,0.370712,4.640602,0.278263,room_width_3_room_depth_6_transmittance_0.75_louver_depth_0.4.png
4,6,0.75,0.4,1.442613,0.498685,4.844904,0.345682,room_width_4_room_depth_6_transmittance_0.75_louver_depth_0.4.png
5,6,0.75,0.4,1.508233,0.422143,4.614042,0.279892,room_width_5_room_depth_6_transmittance_0.75_louver_depth_0.4.png
6,6,0.75,0.4,1.534377,0.377774,4.713029,0.246206,room_width_6_room_depth_6_transmittance_0.75_louver_depth_0.4.png
7,6,0.75,0.4,1.576059,0.35333,4.501709,0.224186,room_width_7_room_depth_6_transmittance_0.75_louver_depth_0.4.png
3,7,0.75,0.4,1.194562,0.286469,4.701179,0.23981,room_width_3_room_depth_7_transmittance_0.75_louver_depth_0.4.png
4,7,0.75,0.4,1.265166,0.366124,4.832493,0.289389,room_width_4_room_depth_7_transmittance_0.75_louver_depth_0.4.png
5,7,0.75,0.4,1.326939,0.420983,4.539032,0.317259,room_width_5_room_depth_7_transmittance_0.75_louver_depth_0.4.png
6,7,0.75,0.4,1.345366,0.368203,4.673472,0.273682,room_width_6_room_depth_7_transmittance_0.75_louver_depth_0.4.png
7,7,0.75,0.4,1.386897,0.334168,4.397357,0.240947,room_width_7_room_depth_7_transmittance_0.75_louver_depth_0.4.png
